Unnamed: 0,Region,Country,Year,Gender,Completion Rate for Primary Edu,Childhood Education GER,"Gross enrolment ratio, early childhood educational development programmes,","Gross intake ratio to the last grade of primary education,",Literacy rate for 25-64 years old,Expenditure on education as a percentage of total government expenditure (%),Government expenditure on education as a percentage of GDP (%)
260,SDG: Central and Southern Asia,India,2012,female,87.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,13.09,4.08
261,SDG: Central and Southern Asia,India,2012,male,88.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,13.09,4.08
262,SDG: Central and Southern Asia,India,2013,female,89.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,99.32,73.7825,14.05,3.84
263,SDG: Central and Southern Asia,India,2013,male,89.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,93.43,73.7825,14.05,3.84
264,SDG: Central and Southern Asia,India,2014,female,90.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,100.39,73.7825,15.72,3.9
265,SDG: Central and Southern Asia,India,2014,male,89.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,95.06,73.7825,15.72,3.9
266,SDG: Central and Southern Asia,India,2015,female,91.48,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,100.42,73.7825,16.33,4.11
267,SDG: Central and Southern Asia,India,2015,male,91.68,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,95.29,73.7825,16.33,4.11
268,SDG: Central and Southern Asia,India,2016,female,91.48,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,98.51,73.7825,17.16,4.26
269,SDG: Central and Southern Asia,India,2016,male,91.68,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,94.19,73.7825,17.16,4.26
270,SDG: Central and Southern Asia,India,2017,female,92.8,62.02,0.0,96.29,73.7825,13.55,4.31
271,SDG: Central and Southern Asia,India,2017,male,91.1,59.12,0.0,92.65,73.7825,13.55,4.31
272,SDG: Central and Southern Asia,India,2018,female,93.6,62.34,0.0,88.92935483870968,73.7825,13.07,4.38
273,SDG: Central and Southern Asia,India,2018,male,91.6,59.11,0.0,88.92935483870968,73.7825,13.07,4.38
274,SDG: Central and Southern Asia,India,2019,female,94.3,64.2,0.0,93.26,73.7825,15.0,3.9
275,SDG: Central and Southern Asia,India,2019,male,92.0,61.55,0.0,90.21,73.7825,15.0,3.9
276,SDG: Central and Southern Asia,India,2020,female,94.39,61.34,0.0,96.07,73.7825,14.72,4.3
277,SDG: Central and Southern Asia,India,2020,male,93.84,60.86,0.0,93.2,73.7825,14.72,4.3
278,SDG: Central and Southern Asia,India,2021,female,94.43,52.27,0.0,98.48,73.7825,14.65,4.64
279,SDG: Central and Southern Asia,India,2021,male,93.89,51.16,0.0,96.36,73.7825,14.65,4.64
304,SDG: Central and Southern Asia,Maldives,2012,female,98.3,110.99,0.0,98.26,73.7825,14.64,4.97
305,SDG: Central and Southern Asia,Maldives,2012,male,96.0,110.79,0.0,100.69,73.7825,14.64,4.97
306,SDG: Central and Southern Asia,Maldives,2013,female,98.4,107.33,0.0,91.37,73.7825,13.09,3.95
307,SDG: Central and Southern Asia,Maldives,2013,male,96.5,105.8,0.0,97.87,73.7825,13.09,3.95
308,SDG: Central and Southern Asia,Maldives,2014,female,98.5,105.08,0.0,98.4,99.01,12.32,3.89
309,SDG: Central and Southern Asia,Maldives,2014,male,96.9,103.98,0.0,106.16,98.91,12.32,3.89
310,SDG: Central and Southern Asia,Maldives,2015,female,98.6,104.97,0.0,98.16,73.7825,12.94,4.64
311,SDG: Central and Southern Asia,Maldives,2015,male,97.3,103.23,0.0,109.08,73.7825,12.94,4.64
312,SDG: Central and Southern Asia,Maldives,2016,female,98.7,97.77,0.0,100.55,98.58,11.22,4.47
313,SDG: Central and Southern Asia,Maldives,2016,male,97.7,97.1,0.0,113.41,97.64,11.22,4.47
314,SDG: Central and Southern Asia,Maldives,2017,female,99.14,92.93,0.0,92.35,73.7825,11.35,3.87
315,SDG: Central and Southern Asia,Maldives,2017,male,97.21,90.3,0.0,102.37,73.7825,11.35,3.87
316,SDG: Central and Southern Asia,Maldives,2018,female,98.9,91.23,0.0,93.71,73.7825,11.39,3.93
317,SDG: Central and Southern Asia,Maldives,2018,male,98.3,87.93,0.0,92.65,73.7825,11.39,3.93
318,SDG: Central and Southern Asia,Maldives,2019,female,99.0,88.76,0.0,93.1,73.7825,12.06,4.21
319,SDG: Central and Southern Asia,Maldives,2019,male,98.6,83.44,0.0,90.32,73.7825,12.06,4.21
320,SDG: Central and Southern Asia,Maldives,2020,female,99.2,77.95,0.0,88.92935483870968,73.7825,10.51,5.8
321,SDG: Central and Southern Asia,Maldives,2020,male,98.8,74.32,0.0,88.92935483870968,73.7825,10.51,5.8
326,SDG: Central and Southern Asia,Nepal,2012,female,67.4,86.67,0.0,109.17,73.7825,15.022455621301775,3.53
327,SDG: Central and Southern Asia,Nepal,2012,male,69.6,88.62,0.0,99.76,73.7825,15.022455621301775,3.53
328,SDG: Central and Southern Asia,Nepal,2013,female,69.7,87.26,0.0,110.42,73.7825,15.022455621301775,3.2
329,SDG: Central and Southern Asia,Nepal,2013,male,70.9,90.9,0.0,100.98,73.7825,15.022455621301775,3.2
330,SDG: Central and Southern Asia,Nepal,2014,female,75.61,87.07,0.0,114.81,73.7825,15.022455621301775,3.49
331,SDG: Central and Southern Asia,Nepal,2014,male,76.88,93.61,0.0,103.9,73.7825,15.022455621301775,3.49
332,SDG: Central and Southern Asia,Nepal,2015,female,73.9,86.63,0.0,117.2,73.7825,15.022455621301775,3.29
333,SDG: Central and Southern Asia,Nepal,2015,male,73.5,92.71,0.0,106.71,73.7825,15.022455621301775,3.29
334,SDG: Central and Southern Asia,Nepal,2016,female,82.35,82.47,0.0,121.84,73.7825,15.022455621301775,3.48
335,SDG: Central and Southern Asia,Nepal,2016,male,83.99,91.95,0.0,111.95,73.7825,15.022455621301775,3.48
336,SDG: Central and Southern Asia,Nepal,2017,female,78.0,82.08,0.0,119.56,73.7825,15.022455621301775,3.53
337,SDG: Central and Southern Asia,Nepal,2017,male,76.2,91.78,0.0,111.98,73.7825,15.022455621301775,3.53
338,SDG: Central and Southern Asia,Nepal,2018,female,80.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,3.66
339,SDG: Central and Southern Asia,Nepal,2018,male,77.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,3.66
340,SDG: Central and Southern Asia,Nepal,2019,female,80.95,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,123.21,73.7825,15.022455621301775,3.49
341,SDG: Central and Southern Asia,Nepal,2019,male,78.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,117.66,73.7825,15.022455621301775,3.49
342,SDG: Central and Southern Asia,Nepal,2020,female,83.6,96.75,0.0,88.92935483870968,73.7825,11.46,4.21
343,SDG: Central and Southern Asia,Nepal,2020,male,80.1,111.6,0.0,88.92935483870968,73.7825,11.46,4.21
348,SDG: Central and Southern Asia,Pakistan,2012,female,58.41,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,58.41,32.67,11.04,2.14
349,SDG: Central and Southern Asia,Pakistan,2012,male,63.14,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,68.16,67.07,11.04,2.14
350,SDG: Central and Southern Asia,Pakistan,2013,female,47.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,58.37,31.7,11.51,2.49
351,SDG: Central and Southern Asia,Pakistan,2013,male,52.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,68.68,65.79,11.51,2.49
352,SDG: Central and Southern Asia,Pakistan,2014,female,48.3,62.89,0.0,58.69,33.77,11.3,2.47
353,SDG: Central and Southern Asia,Pakistan,2014,male,52.4,71.14,0.0,69.92,66.25,11.3,2.47
354,SDG: Central and Southern Asia,Pakistan,2015,female,48.9,64.36,0.0,88.92935483870968,73.7825,13.19,2.65
355,SDG: Central and Southern Asia,Pakistan,2015,male,52.8,73.68,0.0,88.92935483870968,73.7825,13.19,2.65
356,SDG: Central and Southern Asia,Pakistan,2016,female,49.6,64.08,0.0,58.84,73.7825,15.06,2.67
357,SDG: Central and Southern Asia,Pakistan,2016,male,53.0,74.09,0.0,70.61,73.7825,15.06,2.67
358,SDG: Central and Southern Asia,Pakistan,2017,female,50.4,71.21,0.0,88.92935483870968,35.74,14.54,2.58
359,SDG: Central and Southern Asia,Pakistan,2017,male,53.3,81.99,0.0,88.92935483870968,68.39,14.54,2.58
360,SDG: Central and Southern Asia,Pakistan,2018,female,55.51,77.31,0.0,64.25,39.04,12.19,2.33
361,SDG: Central and Southern Asia,Pakistan,2018,male,63.99,88.55,0.0,77.42,67.04,12.19,2.33
362,SDG: Central and Southern Asia,Pakistan,2019,female,52.1,77.15,0.0,67.67,40.22,11.59,2.21
363,SDG: Central and Southern Asia,Pakistan,2019,male,53.7,87.56,0.0,77.82,66.38,11.59,2.21
364,SDG: Central and Southern Asia,Pakistan,2020,female,53.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,10.8,2.06
365,SDG: Central and Southern Asia,Pakistan,2020,male,54.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,10.8,2.06
414,SDG: Eastern and South-Eastern Asia,Cambodia,2012,female,69.7,9.98,5.55,90.55,73.7825,7.2,1.41
415,SDG: Eastern and South-Eastern Asia,Cambodia,2012,male,61.4,9.22,4.83,91.53,73.7825,7.2,1.41
416,SDG: Eastern and South-Eastern Asia,Cambodia,2013,female,71.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,89.65,73.7825,14.0,1.48
417,SDG: Eastern and South-Eastern Asia,Cambodia,2013,male,61.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,97.66,73.7825,14.0,1.48
418,SDG: Eastern and South-Eastern Asia,Cambodia,2014,female,77.22,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,95.69,68.17,13.66,1.57
419,SDG: Eastern and South-Eastern Asia,Cambodia,2014,male,67.73,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,96.49,83.04,13.66,1.57
420,SDG: Eastern and South-Eastern Asia,Cambodia,2015,female,75.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,93.6,71.92,15.32,1.7
421,SDG: Eastern and South-Eastern Asia,Cambodia,2015,male,63.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,92.32,84.65,15.32,1.7
422,SDG: Eastern and South-Eastern Asia,Cambodia,2016,female,77.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,90.9,73.7825,15.12,1.87
