Unnamed: 0,Region,Country,Year,Gender,Completion Rate for lower secondary Edu,Childhood Education GER,"Gross enrolment ratio, early childhood educational development programmes","Gross intake ratio to the last grade of lower secondary general education,",Literacy rate for 25-64 years old,Expenditure on education as a percentage of total government expenditure (%),Government expenditure on education as a percentage of GDP (%)
171,SDG: Central and Southern Asia,Turkmenistan,2017,male,99.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
172,SDG: Central and Southern Asia,Turkmenistan,2018,female,99.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
173,SDG: Central and Southern Asia,Turkmenistan,2018,male,99.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
174,SDG: Central and Southern Asia,Turkmenistan,2019,female,99.29,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,23.01,3.12
175,SDG: Central and Southern Asia,Turkmenistan,2019,male,98.76,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,23.01,3.12
176,SDG: Central and Southern Asia,Turkmenistan,2020,female,99.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,28.0,4.1106463878327
177,SDG: Central and Southern Asia,Turkmenistan,2020,male,99.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,28.0,4.1106463878327
198,SDG: Central and Southern Asia,Uzbekistan,2021,female,99.06,43.36,0.0,72.63083822296731,100.0,21.43,4.62
199,SDG: Central and Southern Asia,Uzbekistan,2021,male,99.06,44.63,0.0,72.63083822296731,100.0,21.43,4.62
200,SDG: Central and Southern Asia,Afghanistan,2012,female,20.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,6.49,2.6
201,SDG: Central and Southern Asia,Afghanistan,2012,male,46.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,6.49,2.6
202,SDG: Central and Southern Asia,Afghanistan,2013,female,22.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,7.13,3.45
203,SDG: Central and Southern Asia,Afghanistan,2013,male,49.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,7.13,3.45
204,SDG: Central and Southern Asia,Afghanistan,2014,female,25.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,7.96,3.7
205,SDG: Central and Southern Asia,Afghanistan,2014,male,51.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,7.96,3.7
206,SDG: Central and Southern Asia,Afghanistan,2015,female,25.17,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,7.28,3.26
207,SDG: Central and Southern Asia,Afghanistan,2015,male,48.72,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,7.28,3.26
208,SDG: Central and Southern Asia,Afghanistan,2016,female,30.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,36.82,68.735,8.26,4.54
209,SDG: Central and Southern Asia,Afghanistan,2016,male,55.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,63.87,68.735,8.26,4.54
210,SDG: Central and Southern Asia,Afghanistan,2017,female,31.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,38.55,68.735,8.2,4.34
211,SDG: Central and Southern Asia,Afghanistan,2017,male,56.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,66.83,68.735,8.2,4.34
212,SDG: Central and Southern Asia,Afghanistan,2018,female,33.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,40.1,68.735,14.96826379542396,3.4
213,SDG: Central and Southern Asia,Afghanistan,2018,male,58.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,69.77,68.735,14.96826379542396,3.4
214,SDG: Central and Southern Asia,Afghanistan,2019,female,35.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,43.13,68.735,14.96826379542396,3.24
215,SDG: Central and Southern Asia,Afghanistan,2019,male,59.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.69,68.735,14.96826379542396,3.24
216,SDG: Central and Southern Asia,Afghanistan,2020,female,37.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,14.96826379542396,2.86
217,SDG: Central and Southern Asia,Afghanistan,2020,male,61.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,14.96826379542396,2.86
220,SDG: Central and Southern Asia,Bangladesh,2012,female,57.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,47.22,12.28,2.05
221,SDG: Central and Southern Asia,Bangladesh,2012,male,50.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,57.41,12.28,2.05
222,SDG: Central and Southern Asia,Bangladesh,2013,female,58.72,32.85,0.0,75.84,48.92,11.81,1.97
223,SDG: Central and Southern Asia,Bangladesh,2013,male,50.43,32.83,0.0,64.03,58.57,11.81,1.97
224,SDG: Central and Southern Asia,Bangladesh,2014,female,55.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,49.89,13.31,2.1
225,SDG: Central and Southern Asia,Bangladesh,2014,male,54.14,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,58.75,13.31,2.1
226,SDG: Central and Southern Asia,Bangladesh,2015,female,63.1,32.63,0.0,72.63083822296731,55.19,12.04,1.87
227,SDG: Central and Southern Asia,Bangladesh,2015,male,54.9,32.09,0.0,72.63083822296731,63.63,12.04,1.87
228,SDG: Central and Southern Asia,Bangladesh,2016,female,65.4,36.17,0.0,87.13,64.15,13.98,2.22
229,SDG: Central and Southern Asia,Bangladesh,2016,male,56.5,34.89,0.0,71.92,72.01,13.98,2.22
230,SDG: Central and Southern Asia,Bangladesh,2017,female,67.9,42.48,0.0,72.63083822296731,65.01,13.85,1.85
231,SDG: Central and Southern Asia,Bangladesh,2017,male,57.8,41.03,0.0,72.63083822296731,72.07,13.85,1.85
232,SDG: Central and Southern Asia,Bangladesh,2018,female,70.6,41.63,0.0,72.63083822296731,66.82,11.96,1.66
233,SDG: Central and Southern Asia,Bangladesh,2018,male,58.7,40.04,0.0,72.63083822296731,72.83,11.96,1.66
234,SDG: Central and Southern Asia,Bangladesh,2019,female,70.52,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,67.77,11.33,1.68
235,SDG: Central and Southern Asia,Bangladesh,2019,male,59.16,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,73.7,11.33,1.68
236,SDG: Central and Southern Asia,Bangladesh,2020,female,75.1,46.83,0.0,72.63083822296731,68.25,10.39,1.77
237,SDG: Central and Southern Asia,Bangladesh,2020,male,60.2,44.42,0.0,72.63083822296731,74.44,10.39,1.77
242,SDG: Central and Southern Asia,Bhutan,2012,female,62.1,9.45,0.0,67.43,32.93,14.96826379542396,4.1106463878327
243,SDG: Central and Southern Asia,Bhutan,2012,male,63.1,9.88,0.0,64.22,61.49,14.96826379542396,4.1106463878327
244,SDG: Central and Southern Asia,Bhutan,2013,female,65.4,14.38,0.0,73.57,68.735,15.69,5.72
245,SDG: Central and Southern Asia,Bhutan,2013,male,65.0,14.57,0.0,66.78,68.735,15.69,5.72
246,SDG: Central and Southern Asia,Bhutan,2014,female,68.5,19.38,0.0,82.47,68.735,17.45,6.04
247,SDG: Central and Southern Asia,Bhutan,2014,male,67.1,18.02,0.0,70.36,68.735,17.45,6.04
248,SDG: Central and Southern Asia,Bhutan,2015,female,71.4,23.64,0.0,72.63083822296731,68.735,18.52,6.27
249,SDG: Central and Southern Asia,Bhutan,2015,male,69.0,22.07,0.0,72.63083822296731,68.735,18.52,6.27
264,SDG: Central and Southern Asia,India,2012,female,74.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,13.09,4.08
265,SDG: Central and Southern Asia,India,2012,male,78.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,13.09,4.08
266,SDG: Central and Southern Asia,India,2013,female,76.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,83.72,68.735,14.05,3.84
